t_rel_sec,mode,scenario,run_id,fault,drone,battery_pct,state
612.56,fog,large,fog_large_01,none,drone2,54.63,FAILED
612.64,fog,large,fog_large_01,none,drone0,57.11,FAILED
613.25,fog,large,fog_large_01,none,drone1,54.23,FAILED
613.56,fog,large,fog_large_01,none,drone2,54.57,FAILED
613.64,fog,large,fog_large_01,none,drone0,57.05,FAILED
614.26,fog,large,fog_large_01,none,drone1,54.17,FAILED
614.56,fog,large,fog_large_01,none,drone2,54.51,FAILED
614.64,fog,large,fog_large_01,none,drone0,56.99,FAILED
615.25,fog,large,fog_large_01,none,drone1,54.11,FAILED
615.56,fog,large,fog_large_01,none,drone2,54.45,FAILED
615.64,fog,large,fog_large_01,none,drone0,56.93,FAILED
616.26,fog,large,fog_large_01,none,drone1,54.05,FAILED
616.56,fog,large,fog_large_01,none,drone2,54.39,FAILED
616.64,fog,large,fog_large_01,none,drone0,56.87,FAILED
617.25,fog,large,fog_large_01,none,drone1,53.99,FAILED
617.56,fog,large,fog_large_01,none,drone2,54.33,FAILED
617.64,fog,large,fog_large_01,none,drone0,56.81,FAILED
618.25,fog,large,fog_large_01,none,drone1,53.93,FAILED
618.56,fog,large,fog_large_01,none,drone2,54.27,FAILED
618.64,fog,large,fog_large_01,none,drone0,56.75,FAILED
619.25,fog,large,fog_large_01,none,drone1,53.87,FAILED
619.56,fog,large,fog_large_01,none,drone2,54.21,FAILED
619.64,fog,large,fog_large_01,none,drone0,56.69,FAILED
620.25,fog,large,fog_large_01,none,drone1,53.81,FAILED
620.56,fog,large,fog_large_01,none,drone2,54.15,FAILED
620.64,fog,large,fog_large_01,none,drone0,56.63,FAILED
621.25,fog,large,fog_large_01,none,drone1,53.75,FAILED
621.56,fog,large,fog_large_01,none,drone2,54.09,FAILED
621.64,fog,large,fog_large_01,none,drone0,56.57,FAILED
622.25,fog,large,fog_large_01,none,drone1,53.69,FAILED
622.56,fog,large,fog_large_01,none,drone2,54.03,FAILED
622.64,fog,large,fog_large_01,none,drone0,56.51,FAILED
623.25,fog,large,fog_large_01,none,drone1,53.63,FAILED
623.56,fog,large,fog_large_01,none,drone2,53.97,FAILED
623.64,fog,large,fog_large_01,none,drone0,56.45,FAILED
624.25,fog,large,fog_large_01,none,drone1,53.57,FAILED
624.56,fog,large,fog_large_01,none,drone2,53.91,FAILED
624.64,fog,large,fog_large_01,none,drone0,56.39,FAILED
625.25,fog,large,fog_large_01,none,drone1,53.51,FAILED
625.56,fog,large,fog_large_01,none,drone2,53.85,FAILED
625.64,fog,large,fog_large_01,none,drone0,56.33,FAILED
626.25,fog,large,fog_large_01,none,drone1,53.45,FAILED
626.56,fog,large,fog_large_01,none,drone2,53.79,FAILED
626.64,fog,large,fog_large_01,none,drone0,56.27,FAILED
627.25,fog,large,fog_large_01,none,drone1,53.39,FAILED
627.56,fog,large,fog_large_01,none,drone2,53.73,FAILED
627.64,fog,large,fog_large_01,none,drone0,56.21,FAILED
628.25,fog,large,fog_large_01,none,drone1,53.33,FAILED
628.56,fog,large,fog_large_01,none,drone2,53.67,FAILED
628.64,fog,large,fog_large_01,none,drone0,56.15,FAILED
629.25,fog,large,fog_large_01,none,drone1,53.27,FAILED
629.56,fog,large,fog_large_01,none,drone2,53.61,FAILED
629.64,fog,large,fog_large_01,none,drone0,56.09,FAILED
630.25,fog,large,fog_large_01,none,drone1,53.21,FAILED
630.56,fog,large,fog_large_01,none,drone2,53.55,FAILED
630.64,fog,large,fog_large_01,none,drone0,56.03,FAILED
631.25,fog,large,fog_large_01,none,drone1,53.15,FAILED
631.56,fog,large,fog_large_01,none,drone2,53.49,FAILED
631.64,fog,large,fog_large_01,none,drone0,55.97,FAILED
632.25,fog,large,fog_large_01,none,drone1,53.09,FAILED
632.56,fog,large,fog_large_01,none,drone2,53.43,FAILED
632.64,fog,large,fog_large_01,none,drone0,55.91,FAILED
633.26,fog,large,fog_large_01,none,drone1,53.03,FAILED
633.56,fog,large,fog_large_01,none,drone2,53.37,FAILED
633.64,fog,large,fog_large_01,none,drone0,55.85,FAILED
634.25,fog,large,fog_large_01,none,drone1,52.97,FAILED
634.56,fog,large,fog_large_01,none,drone2,53.31,FAILED
634.64,fog,large,fog_large_01,none,drone0,55.79,FAILED
635.25,fog,large,fog_large_01,none,drone1,52.91,FAILED
635.56,fog,large,fog_large_01,none,drone2,53.25,FAILED
635.64,fog,large,fog_large_01,none,drone0,55.73,FAILED
636.25,fog,large,fog_large_01,none,drone1,52.85,FAILED
636.56,fog,large,fog_large_01,none,drone2,53.19,FAILED
636.64,fog,large,fog_large_01,none,drone0,55.67,FAILED
637.25,fog,large,fog_large_01,none,drone1,52.79,FAILED
637.56,fog,large,fog_large_01,none,drone2,53.13,FAILED
637.64,fog,large,fog_large_01,none,drone0,55.61,FAILED
638.25,fog,large,fog_large_01,none,drone1,52.73,FAILED
638.56,fog,large,fog_large_01,none,drone2,53.07,FAILED
638.64,fog,large,fog_large_01,none,drone0,55.55,FAILED
639.26,fog,large,fog_large_01,none,drone1,52.67,FAILED
639.56,fog,large,fog_large_01,none,drone2,53.01,FAILED
639.64,fog,large,fog_large_01,none,drone0,55.49,FAILED
