t_rel_sec,mode,scenario,run_id,fault,drone,battery_pct,state
298.7,cloud,medium,run_01,fog_down,drone0,61.41,SCANNING+UP
299.01,cloud,medium,run_01,fog_down,drone2,61.6,SCANNING
299.64,cloud,medium,run_01,fog_down,drone1,61.52,SCANNING+UP
299.69,cloud,medium,run_01,fog_down,drone0,61.26,SCANNING+UP
300.01,cloud,medium,run_01,fog_down,drone2,61.48,SCANNING
300.63,cloud,medium,run_01,fog_down,drone1,61.38,SCANNING+UP
300.68,cloud,medium,run_01,fog_down,drone0,61.14,SCANNING
301.01,cloud,medium,run_01,fog_down,drone2,61.36,SCANNING
301.65,cloud,medium,run_01,fog_down,drone1,61.26,SCANNING
301.69,cloud,medium,run_01,fog_down,drone0,61.02,SCANNING
302.05,cloud,medium,run_01,fog_down,drone2,61.24,SCANNING
302.64,cloud,medium,run_01,fog_down,drone1,61.14,SCANNING
302.68,cloud,medium,run_01,fog_down,drone0,60.9,SCANNING
303.03,cloud,medium,run_01,fog_down,drone2,61.12,SCANNING
303.66,cloud,medium,run_01,fog_down,drone1,61.02,SCANNING
303.68,cloud,medium,run_01,fog_down,drone0,60.78,SCANNING
304.01,cloud,medium,run_01,fog_down,drone2,60.97,SCANNING+UP
304.64,cloud,medium,run_01,fog_down,drone1,60.9,SCANNING
304.69,cloud,medium,run_01,fog_down,drone0,60.66,SCANNING
305.02,cloud,medium,run_01,fog_down,drone2,60.83,SCANNING+UP
305.64,cloud,medium,run_01,fog_down,drone1,60.78,SCANNING
305.7,cloud,medium,run_01,fog_down,drone0,60.54,SCANNING
306.0,cloud,medium,run_01,fog_down,drone2,60.68,SCANNING+UP
306.63,cloud,medium,run_01,fog_down,drone1,60.66,SCANNING
306.72,cloud,medium,run_01,fog_down,drone0,60.45,FAILED
307.01,cloud,medium,run_01,fog_down,drone2,60.57,FAILED+UP
307.64,cloud,medium,run_01,fog_down,drone1,60.57,FAILED
307.7,cloud,medium,run_01,fog_down,drone0,60.36,FAILED
308.05,cloud,medium,run_01,fog_down,drone2,60.48,FAILED
308.64,cloud,medium,run_01,fog_down,drone1,60.48,FAILED
308.7,cloud,medium,run_01,fog_down,drone0,60.27,FAILED
309.01,cloud,medium,run_01,fog_down,drone2,60.39,FAILED
309.64,cloud,medium,run_01,fog_down,drone1,60.39,FAILED
309.69,cloud,medium,run_01,fog_down,drone0,60.18,FAILED
310.01,cloud,medium,run_01,fog_down,drone2,60.3,FAILED
310.63,cloud,medium,run_01,fog_down,drone1,60.3,FAILED
310.73,cloud,medium,run_01,fog_down,drone0,60.09,FAILED
311.03,cloud,medium,run_01,fog_down,drone2,60.21,FAILED
311.66,cloud,medium,run_01,fog_down,drone1,60.21,FAILED
311.68,cloud,medium,run_01,fog_down,drone0,60.0,FAILED
312.02,cloud,medium,run_01,fog_down,drone2,60.12,FAILED
312.63,cloud,medium,run_01,fog_down,drone1,60.12,FAILED
312.7,cloud,medium,run_01,fog_down,drone0,59.89,FAILED+UP
313.01,cloud,medium,run_01,fog_down,drone2,60.03,FAILED
313.63,cloud,medium,run_01,fog_down,drone1,60.03,FAILED
313.7,cloud,medium,run_01,fog_down,drone0,59.77,FAILED+UP
314.0,cloud,medium,run_01,fog_down,drone2,59.94,FAILED
314.63,cloud,medium,run_01,fog_down,drone1,59.91,FAILED+UP
314.68,cloud,medium,run_01,fog_down,drone0,59.66,FAILED+UP
315.01,cloud,medium,run_01,fog_down,drone2,59.85,FAILED
315.65,cloud,medium,run_01,fog_down,drone1,59.8,FAILED+UP
315.69,cloud,medium,run_01,fog_down,drone0,59.54,FAILED+UP
316.0,cloud,medium,run_01,fog_down,drone2,59.76,FAILED
316.63,cloud,medium,run_01,fog_down,drone1,59.68,FAILED+UP
316.69,cloud,medium,run_01,fog_down,drone0,59.45,FAILED
317.02,cloud,medium,run_01,fog_down,drone2,59.67,FAILED
317.66,cloud,medium,run_01,fog_down,drone1,59.57,FAILED+UP
317.68,cloud,medium,run_01,fog_down,drone0,59.36,FAILED
318.01,cloud,medium,run_01,fog_down,drone2,59.58,FAILED
318.66,cloud,medium,run_01,fog_down,drone1,59.48,FAILED
318.68,cloud,medium,run_01,fog_down,drone0,59.27,FAILED
319.0,cloud,medium,run_01,fog_down,drone2,59.49,FAILED
319.63,cloud,medium,run_01,fog_down,drone1,59.39,FAILED
319.69,cloud,medium,run_01,fog_down,drone0,59.18,FAILED
320.0,cloud,medium,run_01,fog_down,drone2,59.37,FAILED+UP
320.63,cloud,medium,run_01,fog_down,drone1,59.3,FAILED
320.69,cloud,medium,run_01,fog_down,drone0,59.09,FAILED
321.01,cloud,medium,run_01,fog_down,drone2,59.26,FAILED+UP
321.63,cloud,medium,run_01,fog_down,drone1,59.21,FAILED
321.69,cloud,medium,run_01,fog_down,drone0,59.0,FAILED
322.04,cloud,medium,run_01,fog_down,drone2,59.14,FAILED+UP
322.64,cloud,medium,run_01,fog_down,drone1,59.12,FAILED
322.69,cloud,medium,run_01,fog_down,drone0,58.91,FAILED
323.04,cloud,medium,run_01,fog_down,drone2,59.03,FAILED+UP
323.66,cloud,medium,run_01,fog_down,drone1,59.03,FAILED
323.68,cloud,medium,run_01,fog_down,drone0,58.82,FAILED
324.04,cloud,medium,run_01,fog_down,drone2,58.94,FAILED
324.64,cloud,medium,run_01,fog_down,drone1,58.94,FAILED
324.68,cloud,medium,run_01,fog_down,drone0,58.73,FAILED
